etiket,metin,label,metin_tr,metin_islenmis
ham,Big brother‘s really scraped the barrel with this shower of social misfits,0,Büyük Birader bu sosyal uyumsuzluk sağanağıyla gerçekten de fıçıyı kazıdı,büyük birader sosyal uyumsuzluk sağanağıyla gerçekten fıçıyı kazıdı
ham,Oops i thk i dun haf enuff... I go check then tell ü..,0,"Ah, sanırım yeterli değil... Gidip kontrol edeceğim ve sonra söyleyeceğim..",ah sanırım yeterli değil gidip kontrol edeceğim sonra söyleyeceğim
ham,S:)8 min to go for lunch:),0,S:)Öğle yemeğine gitmek için 8 dakika :),s öğle yemeğine gitmek SAYI dakika
ham,"Hey. What happened? U switch off ur cell d whole day. This isnt good. Now if u do care, give me a call tomorrow.",0,Hey. Ne oldu? Bütün gün cep telefonunu kapatıyorsun. Bu iyi değil. Şimdi eğer umursuyorsan yarın beni ara.,hey oldu gün cep telefonunu kapatıyorsun iyi değil şimdi eğer umursuyorsan yarın beni ara
ham,"K will do, addie &amp; I are doing some art so I'll be here when you get home",0,"K yapacak, Addie &amp; Biraz sanat yapıyorum o yüzden eve geldiğinde burada olacağım",k yapacak addie amp biraz sanat yapıyorum yüzden eve geldiğinde burada olacağım
ham,My uncles in Atlanta. Wish you guys a great semester.,0,Atlanta'daki amcam. Arkadaşlar harika bir yarıyıl geçirmenizi dilerim.,atlanta daki amcam arkadaşlar harika yarıyıl geçirmenizi dilerim
ham,"Aiyo... Her lesson so early... I'm still sleepin, haha... Okie, u go home liao den confirm w me lor...",0,"Aiyo... Dersi çok erken... Hâlâ uyuyorum, haha... Tamam, sen eve git ve bana onay ver...",aiyo dersi erken hâlâ uyuyorum haha tamam eve git bana onay ver
ham,Forgot to tell ü smth.. Can ü like number the sections so that it's clearer..,0,Söylemeyi unuttum.. Daha anlaşılır olması için bölümleri numaralandırabilir misiniz?,söylemeyi unuttum anlaşılır olması bölümleri numaralandırabilir misiniz
ham,"Yup. Anything lor, if u dun wan it's ok...",0,"Evet. Herhangi bir şey, eğer bilmiyorsan sorun değil...",evet herhangi şey eğer bilmiyorsan sorun değil
ham,"I'm home, my love ... If your still awake ... *loving kiss*",0,Evdeyim aşkım... Eğer hala uyanıksan... *sevgi dolu öpücük*,evdeyim aşkım eğer hala uyanıksan sevgi dolu öpücük
ham,HELLO PEACH! MY CAKE TASTS LUSH!,0,MERHABA ŞEFTALİ! KEKİMİN TADISI GÜZEL!,merhaba şeftali keki n tadisi güzel
spam,"FREE GAME. Get Rayman Golf 4 FREE from the O2 Games Arcade. 1st get UR games settings. Reply POST, then save & activ8. Press 0 key for Arcade. Termsapply",1,"ÜCRETSİZ OYUN. O2 Games Arcade'den Rayman Golf 4'ü ÜCRETSİZ edinin. 1. UR oyunları ayarlarını alın. POST'u yanıtlayın, ardından kaydedin ve etkinleştirin8. Arcade için 0 tuşuna basın. Şartlar geçerlidir",ücretsi z oyun SAYI games arcade den rayman golf SAYI ü ücretsi z edinin SAYI ur oyunları ayarlarını alın post u yanıtlayın ardından kaydedin etkinleştirin SAYI arcade SAYI tuşuna basın şartlar geçerlidir
ham,"There'll be a minor shindig at my place later tonight, you interested?",0,"Bu gecenin ilerleyen saatlerinde evimde küçük bir parti olacak, ilgilenir misin?",gecenin ilerleyen saatlerinde evimde küçük parti olacak ilgilenir misin
ham,Jason says it's cool if we pick some up from his place in like an hour,0,Jason bir saat içinde evinden biraz almamızın sorun olmayacağını söylüyor,jason saat içinde evinden biraz almamızın sorun olmayacağını söylüyor
spam,"Had your mobile 10 mths? Update to the latest Camera/Video phones for FREE. KEEP UR SAME NUMBER, Get extra free mins/texts. Text YES for a call",1,"Cep telefonunuz 10 ay mı kaldı? En yeni Kamera/Video telefonlarına ÜCRETSİZ güncelleyin. AYNI NUMARAYI TUTUN, Ekstra ücretsiz dakika/mesaj alın. Arama için EVET mesajı gönderin",cep telefonunuz SAYI ay kaldı yeni kamera video telefonlarına ücretsi z güncelleyin ayni numarayi tutun ekstra ücretsiz dakika mesaj alın arama evet mesajı gönderin
ham,I (Career Tel) have added u as a contact on INDYAROCKS.COM to send FREE SMS. To remove from phonebook - sms NO to  &lt;#&gt;,0,Ben (Kariyer Tel) ÜCRETSİZ SMS göndermek için sizi INDYAROCKS.COM'a kişi olarak ekledim. Telefon defterinden kaldırmak için - &lt;#&gt;,kariyer tel ücretsi z sms göndermek sizi indyarocks com a kişi ekledim telefon defterinden kaldırmak lt gt
ham,I've reached already.,0,Zaten ulaştım.,zaten ulaştım
ham,I dont know ask to my brother. Nothing problem some thing that. Just i told .,0,Bilmiyorum kardeşime sor. Böyle bir şey sorun değil. Sadece söyledim.,bilmiyorum kardeşime sor böyle şey sorun değil sadece söyledim
ham,K:)eng rocking in ashes:),0,K:)eng küller içinde sallanıyor :),k eng küller içinde sallanıyor
ham,Wat time r ü going to xin's hostel?,0,Xin'in pansiyonuna saat kaçta gidiyorsun?,xin in pansiyonuna saat kaçta gidiyorsun
ham,Good Morning my Dear Shijutta........... Have a great &amp; successful day.,0,Günaydın Sevgili Shijutta'm.............. Harika & amp; başarılı bir gün.,günaydın sevgili shijutta m harika amp başarılı gün
spam,Buy Space Invaders 4 a chance 2 win orig Arcade Game console. Press 0 for Games Arcade (std WAP charge) See o2.co.uk/games 4 Terms + settings. No purchase,1,Orijinal Arcade Oyun konsolundan Space Invaders 4'e 2 kazanma şansı satın alın. Games Arcade için 0'a basın (standart WAP ücreti) Bkz. o2.co.uk/games 4 Şartlar + ayarlar. Satın alma yok,orijinal arcade oyun konsolundan space invaders SAYI e SAYI kazanma şansı satın alın games arcade SAYI a basın standart wap ücreti bkz SAYI co uk games SAYI şartlar ayarlar satın alma
ham,Oh k:)after that placement there ah?,0,Oh k:) oraya yerleştirildikten sonra ha?,oh k oraya yerleştirildikten sonra ha
ham,"Not for possession, especially not first offense",0,"Topa sahip olmak için değil, özellikle de ilk suç için değil",topa sahip olmak değil özellikle ilk suç değil
ham,"Nt only for driving even for many reasons she is called BBD..thts it chikku, then hw abt dvg cold..heard tht vinobanagar violence hw is the condition..and hw ru ? Any problem?",0,"Sadece araba kullandığı için değil hatta birçok nedenden dolayı ona BBD deniyor.. bu chikku, o zaman ne kadar soğuk.. vinobanagar şiddetini duydum, durum nasıl.. ve ne? Herhangi bir sorun var mı?",sadece araba kullandığı değil hatta birçok nedenden dolayı ona bbd deniyor chikku zaman soğuk vinobanagar şiddetini duydum durum nasıl herhangi sorun
ham,I bought the test yesterday. Its something that lets you know the exact day u ovulate.when will get 2u in about 2 to 3wks. But pls pls dont fret. I know u r worried. Pls relax. Also is there anything in ur past history u need to tell me?,0,"Testi dün satın aldım. Bu, yumurtladığınız günü tam olarak bilmenizi sağlayan bir şeydir. Yaklaşık 2 ila 3 hafta içinde 2u'ya ne zaman ulaşacaksınız. Ama lütfen endişelenmeyin. Endişelendiğini biliyorum. Lütfen rahatlayın. Ayrıca geçmiş geçmişinde bana söylemen gereken bir şey var mı?",testi dün satın aldım yumurtladığınız günü tam bilmenizi sağlayan şeydir yaklaşık SAYI ila SAYI hafta içinde SAYI u zaman ulaşacaksınız lütfen endişelenmeyin endişelendiğini biliyorum lütfen rahatlayın ayrıca geçmiş geçmişinde bana söylemen gereken şey
ham,We have pizza if u want,0,İstersen pizza yeriz,i stersen pizza yeriz
ham,"I keep seeing weird shit and bein all ""woah"" then realising it's actually reasonable and I'm all ""oh""",0,"Tuhaf şeyler görmeye devam ediyorum ve ""vay be"" diyorum, sonra bunun aslında mantıklı olduğunu fark ediyorum ve tamamen ""oh"" oluyorum",tuhaf şeyler görmeye devam ediyorum vay be diyorum sonra bunun aslında mantıklı olduğunu fark ediyorum tamamen oh oluyorum
ham,Many more happy returns of the day. I wish you happy birthday.,0,Günün daha birçok mutlu dönüşü. Mutlu yıllar dilerim.,günün birçok mutlu dönüşü mutlu yıllar dilerim
ham,Ya very nice. . .be ready on thursday,0,Çok hoş. . .perşembe günü hazır ol,hoş perşembe günü hazır ol
ham,I am in hospital da. . I will return home in evening,0,Hastanedeyim da. . akşam eve döneceğim,hastanedeyim akşam eve döneceğim
ham,Thinking of u ;) x,0,seni düşünüyorum ;) x,seni düşünüyorum x
spam,Camera - You are awarded a SiPix Digital Camera! call 09061221066 fromm landline. Delivery within 28 days.,1,Kamera - Size bir SiPix Dijital Kamera ödülü verildi! Sabit hattan 09061221066'yı arayın. 28 gün içinde teslimat.,kamera size sipix dijital kamera ödülü verildi sabit hattan SAYI yı arayın SAYI gün içinde teslimat
ham,Orh i tot u say she now still dun believe.,0,Yoksa onun hâlâ inanmadığını mı söylemeliyim?,yoksa onun hâlâ inanmadığını söylemeliyim
ham,"When you just put in the + sign, choose my number and the pin will show. Right?",0,"Sadece + işaretini koyduğunuzda numaramı seçin, pin görünecektir. Sağ?",sadece işaretini koyduğunuzda numaramı seçin pin görünecektir sağ
ham,The beauty of life is in next second.. which hides thousands of secrets. I wish every second will be wonderful in ur life...!! gud n8,0,Hayatın güzelliği bir sonraki saniyededir.. Binlerce sır saklar. Dilerim hayatındaki her saniye harika olur...!! tanrım n8,hayatın güzelliği sonraki saniyededir binlerce sır saklar dilerim hayatındaki saniye harika olur tanrım n SAYI
ham,Thanx u darlin!im cool thanx. A few bday drinks 2 nite. 2morrow off! Take care c u soon.xxx,0,Teşekkürler tatlım! Çok iyiyim teşekkürler. Birkaç doğum günü 2 gece içiyor. yarın 2 izin! Kendine iyi bak yakında.xxx,teşekkürler tatlım iyiyim teşekkürler birkaç doğum günü SAYI gece içiyor yarın SAYI izin kendine iyi bak yakında xxx
ham,"If you're still up, maybe leave the credit card so I can get gas when I get back like he told me to",0,"Hala ayaktaysan kredi kartını bırakabilirsin, böylece bana söylediği gibi geri döndüğümde benzin alabilirim.",hala ayaktaysan kredi kartını bırakabilirsin böylece bana söylediği geri döndüğümde benzin alabilirim
spam,Your weekly Cool-Mob tones are ready to download !This weeks new Tones include: 1) Crazy Frog-AXEL F>>> 2) Akon-Lonely>>> 3) Black Eyed-Dont P >>>More info in n,1,Haftalık Cool-Mob tonlarınız indirilmeye hazır !Bu haftanın yeni Tonları şunları içeriyor: 1) Crazy Frog-AXEL F>>> 2) Akon-Lonely>>> 3) Black Eyed-Dont P >>>Daha fazla bilgi n'de,haftalık cool mob tonlarınız indirilmeye hazır haftanın yeni tonları şunları içeriyor SAYI crazy frog axel f SAYI akon lonely SAYI black eyed dont p fazla bilgi n
ham,Well boy am I glad G wasted all night at applebees for nothing,0,"Pekala oğlum, G'nin bütün geceyi elma arılarıyla boşuna harcadığına sevindim",pekala oğlum g nin geceyi elma arılarıyla boşuna harcadığına sevindim
spam,Cashbin.co.uk (Get lots of cash this weekend!) www.cashbin.co.uk Dear Welcome to the weekend We have got our biggest and best EVER cash give away!! These..,1,Cashbin.co.uk (Bu hafta sonu bol miktarda para kazanın!) www.cashbin.co.uk Sevgili Hafta sonuna hoş geldiniz Şimdiye kadarki en büyük ve en iyi nakit hediyemizi aldık!! Bunlar..,cashbin co uk hafta sonu bol miktarda para kazanın URL sevgili hafta sonuna hoş geldiniz şimdiye kadarki büyük iyi nakit hediyemizi aldık bunlar
ham,Ok lor... Or u wan me go look 4 u?,0,Tamam lor... Yoksa gidip sana bakmamı ister misin?,tamam lor yoksa gidip sana bakmamı ister misin
ham,U wan 2 haf lunch i'm in da canteen now.,0,"Öğle yemeği yemek ister misin, şimdi kantindeyim.",öğle yemeği yemek ister misin şimdi kantindeyim
ham,Don't make life too stressfull.. Always find time to Laugh.. It may not add years to your Life! But surely adds more life to ur years!! Gud ni8..swt dreams..,0,Hayatı fazla strese sokmayın.. Her zaman Gülmeye vakit ayırın.. Hayatınıza yıllar eklemeyebilir! Ama kesinlikle yıllarınıza daha fazla hayat katıyor!! Allahım ni8..swt rüyalar..,hayatı fazla strese sokmayın zaman gülmeye vakit ayırın hayatınıza yıllar eklemeyebilir kesinlikle yıllarınıza fazla hayat katıyor allahım ni SAYI swt rüyalar
ham,"hey, looks like I was wrong and one of the kappa guys numbers is still on my phone, if you want I can text him and see if he's around",0,"hey, yanılmışım gibi görünüyor ve Kappa'nın numaralarından biri hâlâ telefonumda, eğer istersen ona mesaj atıp etrafta olup olmadığına bakabilirim",hey yanılmışım görünüyor kappa nın numaralarından biri hâlâ telefonumda eğer istersen ona mesaj atıp etrafta olup olmadığına bakabilirim
spam,URGENT! Your Mobile number has been awarded with a £2000 prize GUARANTEED. Call 09061790121 from land line. Claim 3030. Valid 12hrs only 150ppm,1,"ACİL! Cep numaranız 2000 £ GARANTİLİ ödülle ödüllendirildi. Sabit hattan 09061790121'i arayın. Talep 3030. Yalnızca 12 saat geçerli, 150 ppm",aci l cep numaranız SAYI garanti li ödülle ödüllendirildi sabit hattan SAYI i arayın talep SAYI yalnızca SAYI saat geçerli SAYI ppm
spam,Thanks 4 your continued support Your question this week will enter u in2 our draw 4 £100 cash. Name the NEW US President? txt ans to 80082,1,Teşekkürler 4 desteğinizin devamı Bu haftaki sorunuz size 4 çekilişimizde 100 £ nakit olarak verilecektir. YENİ ABD Başkanının ismini verin? txt ve 80082'ye,teşekkürler SAYI desteğinizin devamı haftaki sorunuz size SAYI çekilişimizde SAYI nakit verilecektir yeni abd başkanının ismini verin txt SAYI ye
ham,I'm home. Doc gave me pain meds says everything is fine.,0,Evdeyim. Doktor bana ağrı kesici verdi ve her şeyin yolunda olduğunu söyledi.,evdeyim doktor bana ağrı kesici verdi şeyin yolunda olduğunu söyledi
ham,It's é only $140 ard...É rest all ard $180 at least...Which is é price 4 é 2 bedrm ($900),0,Sadece 140 dolar... Gerisi en az 180 dolar... Bu da 4 ila 2 yatak fiyatı (900 dolar),sadece SAYI dolar gerisi az SAYI dolar SAYI ila SAYI yatak fiyatı SAYI dolar
ham,Me too! Have a lovely night xxx,0,Ben de! İyi geceler xxx,i yi geceler xxx
ham,Prepare to be pleasured :),0,Mutlu olmaya hazırlanın :),mutlu olmaya hazırlanın
ham,Hi.:)technical support.providing assistance to us customer through call and email:),0,Merhaba. :)teknik destek.müşterilerimize çağrı ve e-posta yoluyla yardım sağlıyoruz :),merhaba teknik destek müşterilerimize çağrı e posta yoluyla yardım sağlıyoruz
ham,if you text on your way to cup stop that should work. And that should be BUS,0,Bardak durağına giderken mesaj atarsanız bu işe yarayacaktır. Ve bu OTOBÜS olmalı,bardak durağına giderken mesaj atarsanız işe yarayacaktır otobüs olmalı
ham,Whens your radio show?,0,Radyo programın ne zaman?,radyo programın zaman
spam,Your unique user ID is 1172. For removal send STOP to 87239 customer services 08708034412,1,Benzersiz kullanıcı kimliğiniz 1172'dir. Kaldırmak için 87239 müşteri hizmetlerine 08708034412 STOP gönderin.,benzersiz kullanıcı kimliğiniz SAYI dir kaldırmak SAYI müşteri hizmetlerine SAYI stop gönderin
ham,I'm not sure if its still available though,0,Yine de hala mevcut olup olmadığından emin değilim,yine hala mevcut olup olmadığından emin değilim
ham,watever reLation u built up in dis world only thing which remains atlast iz lonlines with lotz n lot memories! feeling..,0,"Bu dünyada kurduğunuz her türlü ilişki, internette pek çok anıyla kalıcı kalan tek şey! his..",dünyada kurduğunuz türlü ilişki internette pek anıyla kalıcı kalan tek şey his
ham,CHEERS LOU! YEAH WAS A GOODNITE SHAME U NEVA CAME! C YA GAILxx,0,ŞEREF LOU! EVET GÜZEL GECELER OLDU U NEVA GELDİ! C YA GAILxx,şeref lou evet güzel geceler oldu u neva geldi c gailxx
ham,Hi..i got the money da:),0,Merhaba..parayı aldım da :),merhaba parayı aldım
ham,"Hi, Mobile no.  &lt;#&gt;  has added you in their contact list on www.fullonsms.com It s a great place to send free sms to people For more visit fullonsms.com",0,"Merhaba, Cep no.  &lt;#&gt;  sizi www.fullonsms.com adresindeki iletişim listesine ekledi. İnsanlara ücretsiz sms göndermek için harika bir yer. Daha fazlası için fullonsms.com'u ziyaret edin.",merhaba cep no lt gt sizi URL adresindeki iletişim listesine ekledi i nsanlara ücretsiz sms göndermek harika yer fazlası fullonsms com u ziyaret edin
ham,Ok then u tell me wat time u coming later lor.,0,Tamam o zaman bana saat kaçta geleceğini söyle lor.,tamam zaman bana saat kaçta geleceğini söyle lor
ham,U repeat e instructions again. Wat's e road name of ur house?,0,Talimatları tekrar tekrarlayın. Evinizin yol adı nedir?,talimatları tekrar tekrarlayın evinizin yol adı nedir
